0 0 0 0 0 0 0 0
4.6e-07 0.00023353646095369 -0.000347197496963365 -7.73487289260871e-13 1.54224995137437e-11 1.5422531253496e-11 2.03281277548788e-14 0.12233682271485
7e-07 0.000331212113804243 -0.000633721006714921 -1.17704606891031e-12 2.34690083997554e-11 2.34690818993747e-11 3.0934131654047e-14 0.12233680424588
9.5e-07 0.000420938885306268 -0.00120230933464183 -1.59741993913251e-12 3.18507793023178e-11 3.18509146752931e-11 4.19820700289291e-14 0.122336785013034
1.021e-06 0.00044457454028358 -0.00161144138785599 -1.71680614458682e-12 3.42312005294394e-11 3.42313568940138e-11 4.51196878105288e-14 0.122336779546998
1.04e-06 0.000450775167321669 -0.00189196137173832 -1.74875456773885e-12 3.4868214532429e-11 3.48683767709858e-11 4.59593322519371e-14 0.122336778084155
1.0456e-06 0.000452592981137459 -0.00212941787585968 -0.000164545338721917 3.50559660176339e-11 3.50561300082513e-11 4.6206806422934e-14 0.122336777652881
1.0512e-06 0.000454406400071041 -0.00208909491652464 -0.000331931391432895 3.52437174982299e-11 3.52438832500036e-11 4.64542806029659e-14 0.122336777222365
1.0568e-06 0.000456215445736485 -0.00206484872111229 -0.000431842378286416 3.543146897413e-11 3.54316364965948e-11 4.67017547920329e-14 0.122336776791379
1.0624e-06 0.000458020139586761 -0.00204383583646129 -0.000509681185710239 3.56192204452676e-11 3.56193897478318e-11 4.69492289901349e-14 0.122336776360595
1.068e-06 0.000459820502915356 -0.00202434749932358 -0.000575215604750564 3.58069719116945e-11 3.58071430037414e-11 4.7196703197272e-14 0.122336775929917
1.0736e-06 0.000461616556857857 -0.00200579426247044 -0.000632573575545766 3.59947233735286e-11 3.59948962644357e-11 4.74441774134442e-14 0.122336775498963
1.0792e-06 0.000463408322393524 -0.00198790068368529 -0.000683968220581937 3.61824748305178e-11 3.61826495298053e-11 4.76916516386515e-14 0.122336775068106
1.0848e-06 0.00046519582034685 -0.00197051488899632 -0.000730752759182273 3.63702262828278e-11 3.63704027998502e-11 4.79391258728939e-14 0.122336774637346
1.0904e-06 0.000466979071389082 -0.00195354367803547 -0.000773827856216912 3.65579777305664e-11 3.65581560745835e-11 4.81866001161713e-14 0.122336774206637
