0 0 0 0 0 0 0 0
6.6e-07 0.000315798646390567 -0.000576669375647851 -1.11590022730783e-12 2.41590056884997e-11 2.41590820689332e-11 2.91185933226792e-14 0.111873238949271
8.4e-07 0.000382779802262244 -0.000886033661407812 -1.42023682804107e-12 3.07478122936075e-11 3.074793507003e-11 3.70600496100803e-14 0.11187322607798
9.36e-07 0.000416189003073857 -0.00115068741938368 -1.58254971245037e-12 3.42618401825308e-11 3.42619924884336e-11 4.1295496773896e-14 0.111873218217158
1.032e-06 0.000448170631078162 -0.00173991465753891 -1.74486261820571e-12 3.77758664710469e-11 3.77760516022887e-11 4.55309465885213e-14 0.111873210010558
1.0386e-06 0.000450320032286736 -0.00185733253706567 -1.75602163126061e-12 3.80174557194062e-11 3.80176430689201e-11 4.58221338606631e-14 0.111873209906124
1.0452e-06 0.000452463291015568 -0.00213662839462495 -0.000142287995035203 3.8259044960468e-11 3.82592346989284e-11 4.6113321145334e-14 0.111873209340275
1.0518e-06 0.000454600442958044 -0.00208621595613825 -0.000344312459524115 3.85006341938646e-11 3.85008263357299e-11 4.64045084425341e-14 0.111873208776688
1.0584e-06 0.000456731523493351 -0.00205862896239864 -0.000455723359066176 3.87422234197653e-11 3.87424179802347e-11 4.66956957522636e-14 0.111873208212693
1.065e-06 0.000458856567690178 -0.00203464521782809 -0.000541321741606222 3.89838126381158e-11 3.89840096327696e-11 4.69868830745222e-14 0.111873207647358
1.0716e-06 0.000460975610310376 -0.00201233405704853 -0.000612863572589722 3.92254018489876e-11 3.92256012923002e-11 4.727807040931e-14 0.11187320708366
1.0782e-06 0.000463088685812561 -0.00199105534895532 -0.000675160277855889 3.94669910519365e-11 3.9467192959122e-11 4.75692577566271e-14 0.111873206520729
1.0848e-06 0.000465195828355661 -0.0019705148970052 -0.000730752759192323 3.97085802475675e-11 3.97087846345428e-11 4.78604451164735e-14 0.111873205954869
1.0914e-06 0.000467297071802413 -0.00195055168344175 -0.000781181126968358 3.99501694354991e-11 3.99503763169439e-11 4.8151632488849e-14 0.111873205390665
1.098e-06 0.000469392449722808 -0.0019310671011762 -0.000827464724613874 4.01917586159931e-11 4.01919680065702e-11 4.84428198737538e-14 0.111873204827405
